"data","loja","tipoCliente","qtde","totalVendido","lucro","margemPercentualMedia"
"22/9/2018","BALIBEACH RIO","1","18","394,00","126,60","32,13"
"23/9/2018","BALIBEACH PORTO SEGURO","0","5","215,00","48,40","22,51"
"23/9/2018","BALIBEACH PORTO SEGURO","1","23","348,00","125,84","36,16"
"24/9/2018","Balibeach - SP","0","20","645,80","223,32","34,58"
"24/9/2018","Balibeach - SP","1","4088","69046,70","28218,75","40,87"
"24/9/2018","BALIBEACH PORTO SEGURO","0","6","198,00","52,07","26,30"
"24/9/2018","BALIBEACH PORTO SEGURO","1","97","1606,00","482,04","30,01"
"24/9/2018","BALIBEACH RIO","1","108","1833,80","680,14","37,09"
"25/9/2018","Balibeach - SP","0","11","325,00","102,54","31,55"
"25/9/2018","Balibeach - SP","1","3071","48493,89","20515,28","42,30"
"25/9/2018","BALIBEACH PORTO SEGURO","0","10","335,00","99,72","29,77"
"25/9/2018","BALIBEACH PORTO SEGURO","1","60","805,00","258,81","32,15"
"25/9/2018","BALIBEACH RIO","0","1","25,00","7,67","30,67"
"25/9/2018","BALIBEACH RIO","1","81","1512,00","512,28","33,88"
"26/9/2018","Balibeach - SP","0","17","619,80","206,16","33,26"
"26/9/2018","Balibeach - SP","1","1662.5","19907,08","5327,77","26,76"
"26/9/2018","BALIBEACH PORTO SEGURO","0","3","96,00","33,12","34,50"
"26/9/2018","BALIBEACH PORTO SEGURO","1","798","12492,00","3747,86","30,00"
"26/9/2018","BALIBEACH RIO","1","15","274,00","72,26","26,37"
"27/9/2018","Balibeach - SP","0","20","580,00","108,68","18,74"
"27/9/2018","Balibeach - SP","1","3799","57546,05","23354,53","40,58"
"27/9/2018","BALIBEACH PORTO SEGURO","0","8","285,00","80,06","28,09"
"27/9/2018","BALIBEACH PORTO SEGURO","1","188","3321,00","688,66","20,74"
"27/9/2018","BALIBEACH RIO","1","43","746,00","232,73","31,20"
"28/9/2018","Balibeach - SP","0","30","1029,99","305,83","29,69"
"28/9/2018","Balibeach - SP","1","2261","41090,35","20348,07","49,52"
"28/9/2018","BALIBEACH PORTO SEGURO","0","9","355,00","95,21","26,82"
"28/9/2018","BALIBEACH PORTO SEGURO","1","60","1043,00","325,89","31,25"
"28/9/2018","BALIBEACH RIO","1","5","101,00","31,98","31,67"
"29/9/2018","Balibeach - SP","0","21","684,00","157,22","22,99"
"29/9/2018","Balibeach - SP","1","75","1493,00","319,76","21,42"
"29/9/2018","BALIBEACH PORTO SEGURO","0","10","330,00","57,00","17,27"
"29/9/2018","BALIBEACH PORTO SEGURO","1","690","11952,00","2744,42","22,96"
"29/9/2018","BALIBEACH RIO","1","10","160,00","25,25","15,78"
"30/9/2018","BALIBEACH PORTO SEGURO","0","7","193,00","59,20","30,67"
"1/10/2018","Balibeach - SP","0","15","460,00","104,33","22,68"
"1/10/2018","Balibeach - SP","1","391","7672,06","2268,53","29,57"
"1/10/2018","BALIBEACH PORTO SEGURO","0","6","160,00","49,07","30,67"
"1/10/2018","BALIBEACH PORTO SEGURO","1","29","539,00","108,20","20,07"
"1/10/2018","BALIBEACH RIO","0","1","16,00","4,91","30,67"
"1/10/2018","BALIBEACH RIO","1","564","9373,00","2858,27","30,49"
"2/10/2018","Balibeach - SP","0","23","660,50","140,19","21,22"
"2/10/2018","Balibeach - SP","1","1159.5","18160,03","5902,78","32,50"
"2/10/2018","BALIBEACH PORTO SEGURO","0","12","328,00","100,16","30,54"
"2/10/2018","BALIBEACH PORTO SEGURO","1","40","665,00","203,13","30,55"
"2/10/2018","BALIBEACH RIO","1","128","2220,50","459,24","20,68"
"3/10/2018","Balibeach - SP","0","8","253,00","22,70","8,97"
"3/10/2018","Balibeach - SP","1","3049","54090,70","22351,32","41,32"
"3/10/2018","BALIBEACH PORTO SEGURO","0","3","75,00","23,00","30,67"
"3/10/2018","BALIBEACH PORTO SEGURO","1","6","101,00","30,98","30,67"
"3/10/2018","BALIBEACH RIO","0","1","28,00","6,79","24,24"
"4/10/2018","Balibeach - SP","0","26","666,00","183,78","27,59"
"4/10/2018","Balibeach - SP","1","894","16303,05","5047,89","30,96"
"4/10/2018","BALIBEACH PORTO SEGURO","0","9","260,00","78,41","30,16"
"4/10/2018","BALIBEACH PORTO SEGURO","1","247","3671,00","1104,62","30,09"
"4/10/2018","BALIBEACH RIO","0","1","60,00","19,99","33,32"
"4/10/2018","BALIBEACH RIO","1","46","867,00","244,23","28,17"
"5/10/2018","Balibeach - SP","0","13","460,00","82,31","17,89"
"5/10/2018","Balibeach - SP","1","197","4230,19","1033,77","24,44"
"5/10/2018","BALIBEACH PORTO SEGURO","0","6","185,00","59,95","32,40"
"5/10/2018","BALIBEACH PORTO SEGURO","1","97","2291,00","240,87","10,51"
"5/10/2018","BALIBEACH RIO","0","2","32,00","9,81","30,67"
"5/10/2018","BALIBEACH RIO","1","25","425,00","123,39","29,03"
"6/10/2018","Balibeach - SP","0","53","1841,00","339,72","18,45"
"6/10/2018","Balibeach - SP","1","37","718,50","221,26","30,79"
"6/10/2018","BALIBEACH PORTO SEGURO","0","7","238,00","27,77","11,67"
"6/10/2018","BALIBEACH PORTO SEGURO","1","95","1449,00","444,98","30,71"
"6/10/2018","BALIBEACH RIO","1","48","1054,00","-310,24","-29,43"
"7/10/2018","BALIBEACH PORTO SEGURO","0","8","290,00","94,23","32,49"
"7/10/2018","BALIBEACH PORTO SEGURO","1","27","490,00","169,74","34,64"
"8/10/2018","Balibeach - SP","0","17","572,00","162,53","28,41"
"8/10/2018","Balibeach - SP","1","1722.5","27458,91","11531,69","42,00"
"8/10/2018","BALIBEACH PORTO SEGURO","0","6","195,00","24,47","12,55"
"8/10/2018","BALIBEACH PORTO SEGURO","1","119","2060,00","509,19","24,72"
"8/10/2018","BALIBEACH RIO","1","195","4595,00","1312,66","28,57"
"9/10/2018","Balibeach - SP","0","20","635,00","122,66","19,32"
"9/10/2018","Balibeach - SP","1","838","13141,40","3929,08","29,90"
"9/10/2018","BALIBEACH PORTO SEGURO","0","9","333,00","45,21","13,58"
"9/10/2018","BALIBEACH PORTO SEGURO","1","32","550,00","90,35","16,43"
"9/10/2018","BALIBEACH RIO","1","402","6468,00","2010,48","31,08"
"10/10/2018","Balibeach - SP","0","14","460,00","97,79","21,26"
"10/10/2018","Balibeach - SP","1","365","6466,51","2100,36","32,48"
"10/10/2018","BALIBEACH PORTO SEGURO","0","5","180,00","49,11","27,28"
"10/10/2018","BALIBEACH PORTO SEGURO","1","1311","20108,00","5959,42","29,64"
"10/10/2018","BALIBEACH RIO","0","2","32,00","9,81","30,67"
"10/10/2018","BALIBEACH RIO","1","5","138,00","-98,66","-71,49"
"11/10/2018","Balibeach - SP","0","9","344,00","103,35","30,04"
"11/10/2018","Balibeach - SP","1","629","12686,48","3407,79","26,86"
"11/10/2018","BALIBEACH PORTO SEGURO","0","3","140,00","51,74","36,96"
"11/10/2018","BALIBEACH PORTO SEGURO","1","129","1962,00","601,42","30,65"
"11/10/2018","BALIBEACH RIO","0","1","44,00","16,06","36,50"
"11/10/2018","BALIBEACH RIO","1","63","1029,00","319,96","31,09"
"12/10/2018","BALIBEACH PORTO SEGURO","0","4","160,00","51,59","32,24"
"12/10/2018","BALIBEACH PORTO SEGURO","1","115","2119,00","523,79","24,72"
"13/10/2018","Balibeach - SP","0","27","944,00","215,45","22,82"
"13/10/2018","Balibeach - SP","1","9","235,00","-8,53","-3,63"
"13/10/2018","BALIBEACH PORTO SEGURO","0","14","456,00","121,06","26,55"
"13/10/2018","BALIBEACH PORTO SEGURO","1","69","1154,00","329,05","28,51"
"13/10/2018","BALIBEACH RIO","1","43","807,00","145,75","18,06"
"14/10/2018","BALIBEACH PORTO SEGURO","0","5","138,00","42,33","30,67"
"14/10/2018","BALIBEACH PORTO SEGURO","1","12","205,00","67,11","32,73"
"15/10/2018","Balibeach - SP","0","26","824,00","104,21","12,65"
"15/10/2018","Balibeach - SP","1","141","4168,03","1168,31","28,03"
"15/10/2018","BALIBEACH PORTO SEGURO","0","9","263,00","31,51","11,98"
"15/10/2018","BALIBEACH PORTO SEGURO","1","310","5318,00","1859,52","34,97"
"16/10/2018","Balibeach - SP","0","20","777,00","151,81","19,54"
"16/10/2018","Balibeach - SP","1","1049","17471,71","5010,59","28,68"
"16/10/2018","BALIBEACH PORTO SEGURO","0","17","540,00","94,80","17,56"
"16/10/2018","BALIBEACH PORTO SEGURO","1","162","2235,00","692,21","30,97"
"16/10/2018","BALIBEACH RIO","0","2","50,00","15,34","30,67"
"16/10/2018","BALIBEACH RIO","1","126","2224,00","616,89","27,74"
"17/10/2018","Balibeach - SP","0","16","546,00","143,92","26,36"
"17/10/2018","Balibeach - SP","1","488","8630,00","3202,78","37,11"
"17/10/2018","BALIBEACH PORTO SEGURO","0","10","325,00","87,08","26,79"
"17/10/2018","BALIBEACH PORTO SEGURO","1","70","1247,00","329,75","26,44"
"17/10/2018","BALIBEACH RIO","0","3","81,00","-34,68","-42,81"
"17/10/2018","BALIBEACH RIO","1","22","381,00","112,74","29,59"
"18/10/2018","Balibeach - SP","0","18","687,00","120,42","17,53"
"18/10/2018","Balibeach - SP","1","842","15514,88","5725,99","36,91"
"18/10/2018","BALIBEACH PORTO SEGURO","0","10","295,00","97,94","33,20"
"18/10/2018","BALIBEACH PORTO SEGURO","1","93","1602,00","510,73","31,88"
"18/10/2018","BALIBEACH RIO","0","1","49,00","-41,52","-84,74"
"18/10/2018","BALIBEACH RIO","1","19","344,00","96,28","27,99"
"19/10/2018","Balibeach - SP","0","23","723,00","211,93","29,31"
"19/10/2018","Balibeach - SP","1","514","18533,89","6907,83","37,27"
"19/10/2018","BALIBEACH PORTO SEGURO","0","13","478,00","77,91","16,30"
"19/10/2018","BALIBEACH PORTO SEGURO","1","79","1305,00","389,94","29,88"
"19/10/2018","BALIBEACH RIO","0","5","145,00","54,99","37,92"
"19/10/2018","BALIBEACH RIO","1","88","1469,00","445,62","30,34"
"20/10/2018","Balibeach - SP","0","50","1584,90","347,74","21,94"
"20/10/2018","Balibeach - SP","1","190","4849,18","1197,56","24,70"
"20/10/2018","BALIBEACH PORTO SEGURO","0","8","230,00","12,84","5,58"
"20/10/2018","BALIBEACH PORTO SEGURO","1","11","174,00","52,99","30,45"
"20/10/2018","BALIBEACH RIO","0","1","25,00","7,67","30,67"
"20/10/2018","BALIBEACH RIO","1","72","1457,00","191,81","13,16"
"21/10/2018","BALIBEACH PORTO SEGURO","0","4","100,00","30,67","30,67"
"22/10/2018","Balibeach - SP","0","18","738,00","128,90","17,47"
"22/10/2018","Balibeach - SP","1","3933","64398,27","29992,13","46,57"
"22/10/2018","BALIBEACH PORTO SEGURO","0","26","778,00","252,28","32,43"
"22/10/2018","BALIBEACH PORTO SEGURO","1","77","1288,00","376,18","29,21"
"22/10/2018","BALIBEACH RIO","0","1","16,00","4,91","30,67"
"22/10/2018","BALIBEACH RIO","1","38","677,00","210,94","31,16"
"23/10/2018","Balibeach - SP","0","9","355,00","91,26","25,71"
"23/10/2018","Balibeach - SP","1","609","12625,91","3776,02","29,91"
"23/10/2018","BALIBEACH PORTO SEGURO","0","9","313,00","83,84","26,78"
"23/10/2018","BALIBEACH PORTO SEGURO","1","102","1770,50","536,63","30,31"
"23/10/2018","BALIBEACH RIO","1","76","1518,50","330,21","21,75"
"24/10/2018","Balibeach - SP","0","8","260,00","94,52","36,35"
"24/10/2018","Balibeach - SP","1","161","3684,92","896,33","24,32"
"24/10/2018","BALIBEACH PORTO SEGURO","0","8","240,00","64,60","26,92"
"24/10/2018","BALIBEACH PORTO SEGURO","1","47","777,00","228,95","29,47"
"24/10/2018","BALIBEACH RIO","1","5","93,00","22,51","24,21"
"25/10/2018","Balibeach - SP","0","13","370,00","100,39","27,13"
"25/10/2018","Balibeach - SP","1","2487","45067,43","20210,73","44,85"
"25/10/2018","BALIBEACH PORTO SEGURO","0","17","465,00","140,67","30,25"
"25/10/2018","BALIBEACH PORTO SEGURO","1","165","2132,00","604,27","28,34"
"25/10/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"25/10/2018","BALIBEACH RIO","1","115","1829,00","571,78","31,26"
"26/10/2018","Balibeach - SP","0","18","607,90","209,84","34,52"
"26/10/2018","Balibeach - SP","1","1589","29603,16","13068,83","44,15"
"26/10/2018","BALIBEACH PORTO SEGURO","0","6","190,00","51,30","27,00"
"26/10/2018","BALIBEACH PORTO SEGURO","1","16","270,00","91,26","33,80"
"26/10/2018","BALIBEACH RIO","1","31","480,00","150,16","31,28"
"27/10/2018","Balibeach - SP","0","40","1517,00","303,85","20,03"
"27/10/2018","Balibeach - SP","1","2782","28773,03","11679,20","40,59"
"27/10/2018","BALIBEACH PORTO SEGURO","0","8","260,00","66,92","25,74"
"27/10/2018","BALIBEACH PORTO SEGURO","1","35","707,00","67,59","9,56"
"27/10/2018","BALIBEACH RIO","1","14","224,00","68,70","30,67"
"28/10/2018","BALIBEACH PORTO SEGURO","0","9","235,00","75,57","32,16"
"28/10/2018","BALIBEACH PORTO SEGURO","1","17","275,00","71,24","25,91"
"29/10/2018","Balibeach - SP","0","22","665,00","195,29","29,37"
"29/10/2018","Balibeach - SP","1","1682","28840,02","12385,87","42,95"
"29/10/2018","BALIBEACH PORTO SEGURO","0","16","525,00","148,43","28,27"
"29/10/2018","BALIBEACH PORTO SEGURO","1","159","2856,00","625,48","21,90"
"29/10/2018","BALIBEACH RIO","0","1","25,00","7,67","30,67"
"29/10/2018","BALIBEACH RIO","1","175","2892,00","867,28","29,99"
"30/10/2018","Balibeach - SP","0","23","796,00","256,66","32,24"
"30/10/2018","Balibeach - SP","1","3095","65586,20","26977,67","41,13"
"30/10/2018","BALIBEACH PORTO SEGURO","0","8","255,00","58,87","23,09"
"30/10/2018","BALIBEACH PORTO SEGURO","1","792","11335,00","3494,96","30,83"
"30/10/2018","BALIBEACH RIO","1","24","439,00","142,46","32,45"
"31/10/2018","Balibeach - SP","0","30","1143,00","237,78","20,80"
"31/10/2018","Balibeach - SP","1","3484","53451,46","19578,53","36,63"
"31/10/2018","BALIBEACH PORTO SEGURO","0","6","243,00","50,54","20,80"
"31/10/2018","BALIBEACH PORTO SEGURO","1","23","475,00","152,71","32,15"
"31/10/2018","BALIBEACH RIO","1","75","1301,00","172,74","13,28"
"1/11/2018","Balibeach - SP","0","11","355,00","110,54","31,14"
"1/11/2018","Balibeach - SP","1","1904","32743,11","15626,21","47,72"
"1/11/2018","BALIBEACH PORTO SEGURO","0","9","345,00","67,11","19,45"
"1/11/2018","BALIBEACH PORTO SEGURO","1","301","4958,00","1460,27","29,45"
"1/11/2018","BALIBEACH RIO","1","35","1046,00","336,30","32,15"
"2/11/2018","BALIBEACH PORTO SEGURO","0","17","570,00","-34,59","-6,07"
"2/11/2018","BALIBEACH PORTO SEGURO","1","81","1268,00","367,56","28,99"
"3/11/2018","Balibeach - SP","0","63","2256,00","405,28","17,96"
"3/11/2018","Balibeach - SP","1","140","3639,17","690,06","18,96"
"3/11/2018","BALIBEACH PORTO SEGURO","0","22","655,00","204,19","31,17"
"3/11/2018","BALIBEACH PORTO SEGURO","1","617","8984,00","2491,83","27,74"
"3/11/2018","BALIBEACH RIO","0","1","48,00","10,60","22,09"
"3/11/2018","BALIBEACH RIO","1","47","758,00","214,71","28,33"
"4/11/2018","BALIBEACH PORTO SEGURO","0","9","300,00","30,03","10,01"
"5/11/2018","Balibeach - SP","0","20","691,00","122,83","17,78"
"5/11/2018","Balibeach - SP","1","3278","52036,20","20974,34","40,31"
"5/11/2018","BALIBEACH PORTO SEGURO","0","14","440,00","128,81","29,27"
"5/11/2018","BALIBEACH PORTO SEGURO","1","83","1563,00","486,24","31,11"
"5/11/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"5/11/2018","BALIBEACH RIO","1","129","2022,00","674,42","33,35"
"6/11/2018","Balibeach - SP","0","18","597,00","108,55","18,18"
"6/11/2018","Balibeach - SP","1","832.5","14835,75","4683,37","31,57"
"6/11/2018","BALIBEACH PORTO SEGURO","0","10","323,00","100,84","31,22"
"6/11/2018","BALIBEACH PORTO SEGURO","1","520","7305,50","2234,97","30,59"
"6/11/2018","BALIBEACH RIO","0","1","25,00","7,67","30,67"
"6/11/2018","BALIBEACH RIO","1","119","1992,00","610,80","30,66"
"7/11/2018","Balibeach - SP","0","25","880,00","198,13","22,51"
"7/11/2018","Balibeach - SP","1","355","7038,25","997,10","14,17"
"7/11/2018","BALIBEACH PORTO SEGURO","0","25","853,00","77,13","9,04"
"7/11/2018","BALIBEACH PORTO SEGURO","1","359","5240,00","1649,82","31,49"
"7/11/2018","BALIBEACH RIO","0","6","251,00","-14,25","-5,68"
"8/11/2018","Balibeach - SP","0","12","444,00","2,63","0,59"
"8/11/2018","Balibeach - SP","1","1274","19512,20","8254,08","42,30"
"8/11/2018","BALIBEACH PORTO SEGURO","1","10","168,00","54,34","32,35"
"8/11/2018","BALIBEACH RIO","0","1","16,00","4,91","30,67"
"8/11/2018","BALIBEACH RIO","1","70","1129,00","340,74","30,18"
"9/11/2018","Balibeach - SP","0","11","364,99","99,35","27,22"
"9/11/2018","Balibeach - SP","1","108","2610,51","616,86","23,63"
"9/11/2018","BALIBEACH PORTO SEGURO","0","7","200,00","0,61","0,30"
"9/11/2018","BALIBEACH PORTO SEGURO","1","37","715,00","282,40","39,50"
"9/11/2018","BALIBEACH RIO","1","125","1877,00","534,03","28,45"
"10/11/2018","Balibeach - SP","0","85","3554,00","611,42","17,20"
"10/11/2018","Balibeach - SP","1","1161","23863,91","9368,74","39,26"
"10/11/2018","BALIBEACH PORTO SEGURO","0","11","350,00","85,08","24,31"
"10/11/2018","BALIBEACH PORTO SEGURO","1","243","4541,00","777,59","17,12"
"10/11/2018","BALIBEACH RIO","1","18","467,00","-70,34","-15,06"
"11/11/2018","BALIBEACH PORTO SEGURO","0","4","120,00","41,87","34,89"
"12/11/2018","Balibeach - SP","0","39","1270,00","403,95","31,81"
"12/11/2018","Balibeach - SP","1","4686","78756,86","14770,83","18,75"
"12/11/2018","BALIBEACH PORTO SEGURO","0","15","418,00","123,39","29,52"
"12/11/2018","BALIBEACH PORTO SEGURO","1","43","717,00","225,37","31,43"
"12/11/2018","BALIBEACH RIO","0","1","52,00","25,18","48,43"
"12/11/2018","BALIBEACH RIO","1","164","2814,00","812,17","28,86"
"13/11/2018","Balibeach - SP","0","24","891,90","36,41","4,08"
"13/11/2018","Balibeach - SP","1","5237","81053,08","30719,66","37,90"
"13/11/2018","BALIBEACH PORTO SEGURO","0","4","210,00","70,91","33,77"
"13/11/2018","BALIBEACH PORTO SEGURO","1","55","917,00","231,84","25,28"
"13/11/2018","BALIBEACH RIO","0","1","25,00","7,67","30,67"
"13/11/2018","BALIBEACH RIO","1","83","1402,00","385,47","27,49"
"14/11/2018","Balibeach - SP","0","38","1307,00","385,90","29,53"
"14/11/2018","Balibeach - SP","1","1652","23302,96","8662,33","37,17"
"14/11/2018","BALIBEACH PORTO SEGURO","0","9","315,00","76,50","24,29"
"14/11/2018","BALIBEACH PORTO SEGURO","1","53","1051,00","213,82","20,34"
"14/11/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"14/11/2018","BALIBEACH RIO","1","703","10654,00","3267,70","30,67"
"15/11/2018","BALIBEACH PORTO SEGURO","0","41","1053,00","325,16","30,88"
"15/11/2018","BALIBEACH PORTO SEGURO","1","49","993,00","238,45","24,01"
"16/11/2018","Balibeach - SP","0","70","2377,00","332,94","14,01"
"16/11/2018","Balibeach - SP","1","173","4593,05","935,34","20,36"
"16/11/2018","BALIBEACH PORTO SEGURO","0","20","695,00","175,17","25,20"
"16/11/2018","BALIBEACH PORTO SEGURO","1","94","1629,00","441,31","27,09"
"16/11/2018","BALIBEACH RIO","0","1","25,00","7,67","30,67"
"16/11/2018","BALIBEACH RIO","1","41","654,00","210,08","32,12"
"17/11/2018","Balibeach - SP","0","48","1703,00","195,43","11,48"
"17/11/2018","Balibeach - SP","1","176","3920,56","1298,62","33,12"
"17/11/2018","BALIBEACH PORTO SEGURO","0","13","548,00","157,41","28,72"
"17/11/2018","BALIBEACH PORTO SEGURO","1","48","825,00","269,40","32,65"
"17/11/2018","BALIBEACH RIO","1","27","441,00","136,41","30,93"
"18/11/2018","BALIBEACH PORTO SEGURO","0","9","225,00","69,01","30,67"
"18/11/2018","BALIBEACH PORTO SEGURO","1","65","1505,00","435,08","28,91"
"19/11/2018","Balibeach - SP","0","47","1615,00","370,21","22,92"
"19/11/2018","Balibeach - SP","1","612","8975,91","3325,24","37,05"
"19/11/2018","BALIBEACH PORTO SEGURO","0","5","195,00","75,01","38,47"
"19/11/2018","BALIBEACH PORTO SEGURO","1","105","1795,00","515,55","28,72"
"19/11/2018","BALIBEACH RIO","0","1","48,00","10,60","22,09"
"19/11/2018","BALIBEACH RIO","1","95","1608,00","496,37","30,87"
"20/11/2018","Balibeach - SP","0","15","492,00","137,39","27,93"
"20/11/2018","Balibeach - SP","1","213","4481,27","1361,75","30,39"
"20/11/2018","BALIBEACH PORTO SEGURO","0","2","70,00","26,54","37,91"
"20/11/2018","BALIBEACH PORTO SEGURO","1","33","588,00","170,32","28,97"
"21/11/2018","Balibeach - SP","0","27","976,00","351,38","36,00"
"21/11/2018","Balibeach - SP","1","747","14724,75","6294,06","42,74"
"21/11/2018","BALIBEACH PORTO SEGURO","0","13","410,00","123,26","30,06"
"21/11/2018","BALIBEACH PORTO SEGURO","1","147","3114,00","870,95","27,97"
"21/11/2018","BALIBEACH RIO","1","215","3451,00","1037,29","30,06"
"22/11/2018","Balibeach - SP","0","17","569,00","74,93","13,17"
"22/11/2018","Balibeach - SP","1","3678","57508,39","25704,28","44,70"
"22/11/2018","BALIBEACH PORTO SEGURO","0","13","340,00","102,35","30,10"
"22/11/2018","BALIBEACH PORTO SEGURO","1","41","686,00","176,99","25,80"
"22/11/2018","BALIBEACH RIO","0","1","38,00","4,33","11,39"
"22/11/2018","BALIBEACH RIO","1","42","730,00","223,90","30,67"
"23/11/2018","Balibeach - SP","0","45","1353,00","341,95","25,27"
"23/11/2018","Balibeach - SP","1","1738","35657,62","15695,13","44,02"
"23/11/2018","BALIBEACH PORTO SEGURO","0","24","671,00","181,13","26,99"
"23/11/2018","BALIBEACH PORTO SEGURO","1","671","9807,00","2995,86","30,55"
"23/11/2018","BALIBEACH RIO","0","4","105,00","28,08","26,75"
"23/11/2018","BALIBEACH RIO","1","154","2435,00","748,07","30,72"
"24/11/2018","Balibeach - SP","0","24","854,00","285,43","33,42"
"24/11/2018","Balibeach - SP","1","533","10933,67","3789,86","34,66"
