"data","loja","tipoCliente","qtde","totalVendido","lucro","margemPercentualMedia"
"1/4/2022","BALIBEACH PORTO SEGURO","0","11","390,00","97,50","25,00"
"1/4/2022","BALIBEACH PORTO SEGURO","1","112","2472,00","589,55","23,85"
"1/4/2022","BALIBEACH RIO","0","3","113,00","49,15","43,49"
"1/4/2022","BALIBEACH RIO","1","288","6527,00","1588,01","24,33"
"2/4/2022","BALIBEACH PORTO SEGURO","0","12","430,00","98,19","22,83"
"2/4/2022","BALIBEACH PORTO SEGURO","1","67","1419,00","414,38","29,20"
"2/4/2022","BALIBEACH RIO","1","205","4594,00","1141,61","24,85"
"4/4/2022","Balibeach - SP","0","6","315,00","140,85","44,71"
"4/4/2022","Balibeach - SP","1","207","5761,00","1875,51","32,56"
"4/4/2022","BALIBEACH PORTO SEGURO","0","7","275,00","82,00","29,82"
"4/4/2022","BALIBEACH PORTO SEGURO","1","44","918,00","256,30","27,92"
"4/4/2022","BALIBEACH RIO","1","349","8207,00","1683,21","20,51"
"5/4/2022","Balibeach - SP","1","151","1943,00","708,58","36,47"
"5/4/2022","BALIBEACH PORTO SEGURO","0","17","621,00","206,22","33,21"
"5/4/2022","BALIBEACH PORTO SEGURO","1","46","1040,00","234,54","22,55"
"5/4/2022","BALIBEACH RIO","1","166","3394,00","621,27","18,31"
"6/4/2022","Balibeach - SP","0","3","135,00","52,23","38,69"
"6/4/2022","Balibeach - SP","1","302","8150,00","3764,63","46,19"
"6/4/2022","BALIBEACH PORTO SEGURO","0","19","710,00","217,19","30,59"
"6/4/2022","BALIBEACH PORTO SEGURO","1","87","1964,00","426,75","21,73"
"6/4/2022","BALIBEACH RIO","1","73","1719,00","259,41","15,09"
"7/4/2022","Balibeach - SP","0","2","80,00","32,30","40,37"
"7/4/2022","Balibeach - SP","1","181","4119,00","1352,78","32,84"
"7/4/2022","BALIBEACH PORTO SEGURO","0","16","615,00","130,43","21,21"
"7/4/2022","BALIBEACH PORTO SEGURO","1","89","1996,00","488,41","24,47"
"7/4/2022","BALIBEACH RIO","0","2","78,00","17,09","21,91"
"7/4/2022","BALIBEACH RIO","1","118","2701,00","573,35","21,23"
"8/4/2022","Balibeach - SP","1","59","1620,00","580,28","35,82"
"8/4/2022","BALIBEACH PORTO SEGURO","0","13","500,00","112,83","22,57"
"8/4/2022","BALIBEACH PORTO SEGURO","1","106","2373,00","592,85","24,98"
"8/4/2022","BALIBEACH RIO","0","1","49,00","26,49","54,05"
"8/4/2022","BALIBEACH RIO","1","63","1482,00","318,64","21,50"
"9/4/2022","BALIBEACH PORTO SEGURO","0","11","460,00","145,97","31,73"
"9/4/2022","BALIBEACH PORTO SEGURO","1","86","1981,00","420,46","21,22"
"9/4/2022","BALIBEACH RIO","0","1","39,00","11,96","30,67"
"9/4/2022","BALIBEACH RIO","1","54","1267,00","306,92","24,22"
"11/4/2022","Balibeach - SP","0","9","400,00","137,24","34,31"
"11/4/2022","Balibeach - SP","1","59","1483,00","431,77","29,11"
"11/4/2022","BALIBEACH PORTO SEGURO","0","12","480,00","141,42","29,46"
"11/4/2022","BALIBEACH PORTO SEGURO","1","216","4786,00","1084,64","22,66"
"11/4/2022","BALIBEACH RIO","0","5","205,00","47,88","23,36"
"11/4/2022","BALIBEACH RIO","1","187","4235,00","986,09","23,28"
"12/4/2022","Balibeach - SP","0","1","35,00","12,53","35,80"
"12/4/2022","Balibeach - SP","1","198","5062,00","1388,40","27,43"
"12/4/2022","BALIBEACH PORTO SEGURO","1","21","450,00","97,53","21,67"
"12/4/2022","BALIBEACH RIO","0","3","117,00","24,70","21,11"
"12/4/2022","BALIBEACH RIO","1","234","5974,00","1826,66","30,58"
"13/4/2022","Balibeach - SP","0","7","280,00","43,81","15,65"
"13/4/2022","BALIBEACH PORTO SEGURO","0","9","380,00","83,26","21,91"
"13/4/2022","BALIBEACH PORTO SEGURO","1","169","3796,00","736,03","19,39"
"13/4/2022","BALIBEACH RIO","0","7","405,00","134,84","33,29"
"13/4/2022","BALIBEACH RIO","1","160","3410,00","778,11","22,82"
"14/4/2022","Balibeach - SP","0","1","40,00","5,26","13,14"
"14/4/2022","Balibeach - SP","1","85","1105,00","667,58","60,41"
"14/4/2022","BALIBEACH PORTO SEGURO","0","7","300,00","61,96","20,65"
"14/4/2022","BALIBEACH PORTO SEGURO","1","218","5870,00","1624,39","27,67"
"14/4/2022","BALIBEACH RIO","1","298","6768,00","1681,20","24,84"
"15/4/2022","BALIBEACH PORTO SEGURO","0","10","415,00","115,46","27,82"
"15/4/2022","BALIBEACH PORTO SEGURO","1","151","3844,00","951,15","24,74"
"16/4/2022","BALIBEACH PORTO SEGURO","0","16","679,00","182,54","26,88"
"16/4/2022","BALIBEACH PORTO SEGURO","1","164","4138,00","963,27","23,28"
"16/4/2022","BALIBEACH RIO","1","128","2843,00","238,37","8,38"
"18/4/2022","Balibeach - SP","0","3","125,00","50,98","40,78"
"18/4/2022","BALIBEACH PORTO SEGURO","0","9","345,00","60,80","17,62"
"18/4/2022","BALIBEACH PORTO SEGURO","1","121","2825,00","634,37","22,46"
"18/4/2022","BALIBEACH RIO","0","1","49,00","20,55","41,93"
"18/4/2022","BALIBEACH RIO","1","198","4723,00","1103,25","23,36"
"19/4/2022","Balibeach - SP","1","118","3125,00","1146,83","36,70"
"19/4/2022","BALIBEACH PORTO SEGURO","0","16","424,00","126,35","29,80"
"19/4/2022","BALIBEACH PORTO SEGURO","1","98","2449,00","631,41","25,78"
"19/4/2022","BALIBEACH RIO","1","260","6264,00","1689,77","26,98"
"20/4/2022","Balibeach - SP","0","2","140,00","46,37","33,12"
"20/4/2022","BALIBEACH PORTO SEGURO","0","18","705,00","120,70","17,12"
"20/4/2022","BALIBEACH PORTO SEGURO","1","235","5583,00","1358,21","24,33"
"20/4/2022","BALIBEACH RIO","0","1","39,00","5,13","13,14"
"20/4/2022","BALIBEACH RIO","1","351","8338,00","2113,39","25,35"
"21/4/2022","BALIBEACH PORTO SEGURO","0","46","1610,00","355,04","22,05"
"21/4/2022","BALIBEACH PORTO SEGURO","1","225","5519,00","1342,57","24,33"
"22/4/2022","Balibeach - SP","0","8","360,00","56,05","15,57"
"22/4/2022","Balibeach - SP","1","1089","19142,00","11921,38","62,28"
"22/4/2022","BALIBEACH PORTO SEGURO","0","17","655,00","204,57","31,23"
"22/4/2022","BALIBEACH PORTO SEGURO","1","57","1381,00","319,44","23,13"
"22/4/2022","BALIBEACH RIO","0","7","367,00","36,65","9,99"
"22/4/2022","BALIBEACH RIO","1","235","5895,00","1541,96","26,16"
"23/4/2022","BALIBEACH PORTO SEGURO","0","27","1015,00","197,10","19,42"
"23/4/2022","BALIBEACH PORTO SEGURO","1","111","2494,00","646,60","25,93"
"25/4/2022","Balibeach - SP","0","8","305,00","33,45","10,97"
"25/4/2022","Balibeach - SP","1","30","714,00","158,51","22,20"
"25/4/2022","BALIBEACH PORTO SEGURO","0","14","570,00","160,76","28,20"
"25/4/2022","BALIBEACH PORTO SEGURO","1","127","2956,00","600,49","20,31"
"25/4/2022","BALIBEACH RIO","1","375","8752,00","2508,82","28,67"
"26/4/2022","Balibeach - SP","0","1","50,00","14,29","28,57"
"26/4/2022","Balibeach - SP","1","92","1678,00","581,78","34,67"
"26/4/2022","BALIBEACH PORTO SEGURO","0","21","735,00","109,57","14,91"
"26/4/2022","BALIBEACH PORTO SEGURO","1","97","2230,00","252,58","11,33"
"26/4/2022","BALIBEACH RIO","1","241","5867,00","1522,69","25,95"
"27/4/2022","Balibeach - SP","1","30","876,00","354,07","40,42"
"27/4/2022","BALIBEACH PORTO SEGURO","0","10","390,00","68,78","17,64"
"27/4/2022","BALIBEACH PORTO SEGURO","1","233","5309,00","1190,97","22,43"
"27/4/2022","BALIBEACH RIO","0","3","138,00","41,57","30,12"
"27/4/2022","BALIBEACH RIO","1","73","1840,00","510,36","27,74"
"28/4/2022","Balibeach - SP","0","4","145,00","17,41","12,01"
"28/4/2022","Balibeach - SP","1","12","294,00","48,56","16,52"
"28/4/2022","BALIBEACH PORTO SEGURO","0","17","625,00","116,97","18,72"
"28/4/2022","BALIBEACH PORTO SEGURO","1","82","1835,00","328,45","17,90"
"28/4/2022","BALIBEACH RIO","0","1","39,00","11,96","30,67"
"28/4/2022","BALIBEACH RIO","1","128","3081,00","783,84","25,44"
"29/4/2022","Balibeach - SP","0","1","60,00","32,15","53,58"
"29/4/2022","Balibeach - SP","1","55","1073,00","-56,55","-5,27"
"29/4/2022","BALIBEACH PORTO SEGURO","0","12","425,00","87,97","20,70"
"29/4/2022","BALIBEACH PORTO SEGURO","1","182","4124,00","1024,18","24,83"
"29/4/2022","BALIBEACH RIO","0","8","322,00","40,79","12,67"
"29/4/2022","BALIBEACH RIO","1","309","6603,00","1742,22","26,39"
"30/4/2022","BALIBEACH PORTO SEGURO","0","27","1050,00","248,48","23,66"
"30/4/2022","BALIBEACH PORTO SEGURO","1","52","1284,00","259,89","20,24"
"30/4/2022","BALIBEACH RIO","0","5","217,00","20,87","9,62"
"30/4/2022","BALIBEACH RIO","1","135","2889,00","426,57","14,77"
"2/5/2022","Balibeach - SP","1","40","900,00","92,62","10,29"
"2/5/2022","BALIBEACH PORTO SEGURO","0","12","485,00","117,70","24,27"
"2/5/2022","BALIBEACH PORTO SEGURO","1","212","5364,00","840,56","15,67"
"2/5/2022","BALIBEACH RIO","1","141","3133,00","809,36","25,83"
"3/5/2022","BALIBEACH PORTO SEGURO","0","25","895,00","206,87","23,11"
"3/5/2022","BALIBEACH PORTO SEGURO","1","51","1132,00","285,29","25,20"
"3/5/2022","BALIBEACH RIO","0","7","293,00","91,35","31,18"
"3/5/2022","BALIBEACH RIO","1","42","1018,00","229,87","22,58"
"4/5/2022","Balibeach - SP","0","4","175,00","32,75","18,71"
"4/5/2022","BALIBEACH PORTO SEGURO","0","44","1553,00","344,22","22,16"
"4/5/2022","BALIBEACH PORTO SEGURO","1","59","1330,00","268,92","20,22"
"4/5/2022","BALIBEACH RIO","0","2","78,00","23,92","30,67"
"4/5/2022","BALIBEACH RIO","1","179","4429,00","1251,97","28,27"
"5/5/2022","Balibeach - SP","1","19","321,00","77,18","24,04"
"5/5/2022","BALIBEACH PORTO SEGURO","0","18","639,00","141,68","22,17"
"5/5/2022","BALIBEACH PORTO SEGURO","1","9","212,00","32,07","15,13"
"5/5/2022","BALIBEACH RIO","0","1","60,00","11,14","18,56"
"5/5/2022","BALIBEACH RIO","1","60","1320,00","444,44","33,67"
"6/5/2022","Balibeach - SP","0","7","170,00","7,67","4,51"
"6/5/2022","Balibeach - SP","1","49","1078,00","190,63","17,68"
"6/5/2022","BALIBEACH PORTO SEGURO","0","21","752,00","204,07","27,14"
"6/5/2022","BALIBEACH PORTO SEGURO","1","26","595,00","117,06","19,67"
"6/5/2022","BALIBEACH RIO","0","5","225,00","68,78","30,57"
"6/5/2022","BALIBEACH RIO","1","109","2349,00","627,90","26,73"
"7/5/2022","BALIBEACH PORTO SEGURO","0","6","250,00","71,20","28,48"
"7/5/2022","BALIBEACH PORTO SEGURO","1","119","2706,00","567,16","20,96"
"7/5/2022","BALIBEACH RIO","0","4","138,00","28,48","20,64"
"7/5/2022","BALIBEACH RIO","1","112","2679,00","319,94","11,94"
"9/5/2022","Balibeach - SP","1","166","3741,00","1498,29","40,05"
"9/5/2022","BALIBEACH PORTO SEGURO","0","3","125,00","16,43","13,14"
"9/5/2022","BALIBEACH PORTO SEGURO","1","70","1544,00","347,53","22,51"
"9/5/2022","BALIBEACH RIO","0","1","65,00","25,02","38,49"
"9/5/2022","BALIBEACH RIO","1","51","1047,00","286,87","27,40"
"10/5/2022","Balibeach - SP","1","30","978,00","329,43","33,68"
"10/5/2022","BALIBEACH PORTO SEGURO","0","27","755,00","123,98","16,42"
"10/5/2022","BALIBEACH PORTO SEGURO","1","13","244,00","76,03","31,16"
"10/5/2022","BALIBEACH RIO","0","4","109,00","3,74","3,43"
"10/5/2022","BALIBEACH RIO","1","491","10147,00","2322,68","22,89"
"11/5/2022","Balibeach - SP","0","2","95,00","34,46","36,27"
"11/5/2022","BALIBEACH PORTO SEGURO","0","19","595,00","124,35","20,90"
"11/5/2022","BALIBEACH RIO","1","97","2280,00","579,99","25,44"
"12/5/2022","Balibeach - SP","0","3","120,00","36,81","30,67"
"12/5/2022","BALIBEACH PORTO SEGURO","1","69","1603,00","326,00","20,34"
"12/5/2022","BALIBEACH RIO","0","2","79,00","22,30","28,23"
"12/5/2022","BALIBEACH RIO","1","472","11934,00","3414,14","28,61"
"13/5/2022","BALIBEACH PORTO SEGURO","0","25","870,00","177,39","20,39"
"13/5/2022","BALIBEACH PORTO SEGURO","1","51","1427,00","365,41","25,61"
"13/5/2022","BALIBEACH RIO","0","1","70,00","21,40","30,57"
"13/5/2022","BALIBEACH RIO","1","80","1897,00","448,62","23,65"
"14/5/2022","BALIBEACH PORTO SEGURO","0","21","775,00","34,35","4,43"
"14/5/2022","BALIBEACH PORTO SEGURO","1","18","458,00","84,87","18,53"
"14/5/2022","BALIBEACH RIO","1","140","2942,00","659,79","22,43"
"16/5/2022","BALIBEACH PORTO SEGURO","0","16","584,00","145,22","24,87"
"16/5/2022","BALIBEACH PORTO SEGURO","1","178","3969,00","1014,94","25,57"
"16/5/2022","BALIBEACH RIO","0","2","87,00","27,73","31,87"
"16/5/2022","BALIBEACH RIO","1","62","1356,00","207,35","15,29"
"17/5/2022","Balibeach - SP","0","12","555,00","188,48","33,96"
"17/5/2022","BALIBEACH PORTO SEGURO","0","10","380,00","65,89","17,34"
"17/5/2022","BALIBEACH PORTO SEGURO","1","152","3800,00","1013,87","26,68"
"17/5/2022","BALIBEACH RIO","0","3","90,00","27,52","30,58"
"17/5/2022","BALIBEACH RIO","1","109","2612,00","779,79","29,85"
"18/5/2022","Balibeach - SP","1","582","14573,00","8101,71","55,59"
"18/5/2022","BALIBEACH PORTO SEGURO","0","5","195,00","39,97","20,50"
"18/5/2022","BALIBEACH PORTO SEGURO","1","252","6329,00","1747,93","27,62"
"18/5/2022","BALIBEACH RIO","0","5","205,00","54,72","26,69"
"18/5/2022","BALIBEACH RIO","1","142","2967,00","748,21","25,22"
"19/5/2022","Balibeach - SP","1","48","1246,00","276,99","22,23"
"19/5/2022","BALIBEACH PORTO SEGURO","0","7","275,00","83,36","30,31"
"19/5/2022","BALIBEACH PORTO SEGURO","1","60","1475,00","396,16","26,86"
"19/5/2022","BALIBEACH RIO","1","7","106,00","33,26","31,38"
"20/5/2022","BALIBEACH PORTO SEGURO","0","16","569,00","127,51","22,41"
"20/5/2022","BALIBEACH PORTO SEGURO","1","87","2078,00","491,67","23,66"
"20/5/2022","BALIBEACH RIO","0","2","118,00","40,83","34,61"
"20/5/2022","BALIBEACH RIO","1","156","3127,00","610,95","19,54"
"21/5/2022","BALIBEACH PORTO SEGURO","0","32","1260,00","267,58","21,24"
"21/5/2022","BALIBEACH PORTO SEGURO","1","18","436,00","93,06","21,34"
"21/5/2022","BALIBEACH RIO","1","38","903,00","266,97","29,56"
"23/5/2022","Balibeach - SP","0","10","460,00","154,83","33,66"
"23/5/2022","Balibeach - SP","1","96","2598,00","778,52","29,97"
"23/5/2022","BALIBEACH PORTO SEGURO","0","4","165,00","41,93","25,41"
"23/5/2022","BALIBEACH PORTO SEGURO","1","119","2890,00","704,66","24,38"
"23/5/2022","BALIBEACH RIO","0","4","173,00","51,62","29,84"
"23/5/2022","BALIBEACH RIO","1","196","4568,00","1418,52","31,05"
"24/5/2022","Balibeach - SP","1","81","2000,00","379,98","19,00"
"24/5/2022","BALIBEACH PORTO SEGURO","0","11","420,00","89,34","21,27"
"24/5/2022","BALIBEACH PORTO SEGURO","1","56","1438,00","406,01","28,23"
"24/5/2022","BALIBEACH RIO","1","44","954,00","252,99","26,52"
"25/5/2022","Balibeach - SP","0","11","560,00","198,93","35,52"
"25/5/2022","Balibeach - SP","1","10003","11700,20","99,21","0,85"
"25/5/2022","BALIBEACH PORTO SEGURO","0","12","335,00","79,51","23,73"
"25/5/2022","BALIBEACH PORTO SEGURO","1","124","2909,00","727,97","25,02"
"25/5/2022","BALIBEACH RIO","0","2","98,00","30,06","30,67"
"25/5/2022","BALIBEACH RIO","1","30","738,00","217,81","29,51"
"26/5/2022","Balibeach - SP","1","590","14863,00","6143,28","41,33"
"26/5/2022","BALIBEACH PORTO SEGURO","0","4","130,00","33,26","25,58"
"26/5/2022","BALIBEACH PORTO SEGURO","1","15","334,00","78,04","23,37"
"26/5/2022","BALIBEACH RIO","1","176","3889,00","1045,52","26,88"
"27/5/2022","BALIBEACH PORTO SEGURO","0","7","290,00","69,26","23,88"
"27/5/2022","BALIBEACH PORTO SEGURO","1","43","1032,00","293,74","28,46"
"27/5/2022","BALIBEACH RIO","0","9","224,00","63,96","28,56"
"27/5/2022","BALIBEACH RIO","1","104","2151,00","616,65","28,67"
"28/5/2022","BALIBEACH PORTO SEGURO","0","6","253,00","78,55","31,05"
"28/5/2022","BALIBEACH PORTO SEGURO","1","11","260,00","75,59","29,07"
"28/5/2022","BALIBEACH RIO","0","5","231,00","47,52","20,57"
"28/5/2022","BALIBEACH RIO","1","61","1419,00","409,43","28,85"
"30/5/2022","Balibeach - SP","0","4","200,00","68,08","34,04"
"30/5/2022","Balibeach - SP","1","50","1550,00","837,81","54,05"
"30/5/2022","BALIBEACH PORTO SEGURO","0","1","30,00","3,94","13,14"
"30/5/2022","BALIBEACH PORTO SEGURO","1","62","1374,00","421,42","30,67"
"30/5/2022","BALIBEACH RIO","0","3","94,00","27,44","29,19"
"30/5/2022","BALIBEACH RIO","1","70","1485,00","398,77","26,85"
"31/5/2022","Balibeach - SP","0","1","30,00","11,00","36,66"
"31/5/2022","Balibeach - SP","1","88","1949,30","432,28","22,18"
"31/5/2022","BALIBEACH PORTO SEGURO","0","6","205,00","55,27","26,96"
"31/5/2022","BALIBEACH RIO","0","1","39,00","11,96","30,67"
"31/5/2022","BALIBEACH RIO","1","95","2192,00","564,87","25,77"
"1/6/2022","Balibeach - SP","1","32","710,00","136,78","19,26"
"1/6/2022","BALIBEACH PORTO SEGURO","0","15","485,00","132,93","27,41"
"1/6/2022","BALIBEACH PORTO SEGURO","1","29","568,00","53,80","9,47"
"1/6/2022","BALIBEACH RIO","0","7","324,00","85,93","26,52"
"1/6/2022","BALIBEACH RIO","1","24","632,00","186,98","29,58"
"2/6/2022","Balibeach - SP","1","192","4604,00","1251,20","27,18"
"2/6/2022","BALIBEACH PORTO SEGURO","0","11","385,00","85,31","22,16"
"2/6/2022","BALIBEACH PORTO SEGURO","1","133","2955,00","693,81","23,48"
"2/6/2022","BALIBEACH RIO","0","5","225,00","65,83","29,26"
"2/6/2022","BALIBEACH RIO","1","17","416,00","114,09","27,43"
"3/6/2022","Balibeach - SP","1","6","144,00","18,92","13,14"
"3/6/2022","BALIBEACH PORTO SEGURO","0","14","420,00","41,59","9,90"
"3/6/2022","BALIBEACH PORTO SEGURO","1","86","1960,00","476,77","24,32"
"3/6/2022","BALIBEACH RIO","1","49","1100,00","277,03","25,18"
"4/6/2022","BALIBEACH PORTO SEGURO","0","3","95,00","33,21","34,96"
"4/6/2022","BALIBEACH RIO","0","4","186,00","50,21","27,00"
"4/6/2022","BALIBEACH RIO","1","22","553,00","156,29","28,26"
"6/6/2022","Balibeach - SP","0","1","20,00","4,85","24,24"
"6/6/2022","Balibeach - SP","1","580","10540,00","3161,07","29,99"
"6/6/2022","BALIBEACH PORTO SEGURO","0","8","255,00","32,77","12,85"
"6/6/2022","BALIBEACH PORTO SEGURO","1","157","2970,00","658,28","22,16"
"6/6/2022","BALIBEACH RIO","0","2","78,00","23,92","30,67"
"6/6/2022","BALIBEACH RIO","1","72","1757,00","531,17","30,23"
"7/6/2022","Balibeach - SP","0","4","160,00","75,43","47,14"
"7/6/2022","Balibeach - SP","1","160","3595,00","1179,71","32,82"
"7/6/2022","BALIBEACH PORTO SEGURO","0","14","470,00","115,33","24,54"
"7/6/2022","BALIBEACH PORTO SEGURO","1","190","3752,00","969,46","25,84"
"7/6/2022","BALIBEACH RIO","0","5","245,00","75,14","30,67"
"7/6/2022","BALIBEACH RIO","1","157","3820,00","1099,75","28,79"
"8/6/2022","Balibeach - SP","1","113","1999,00","534,43","26,73"
"8/6/2022","BALIBEACH PORTO SEGURO","0","39","1295,00","283,76","21,91"
"8/6/2022","BALIBEACH PORTO SEGURO","1","86","1942,00","574,04","29,56"
"8/6/2022","BALIBEACH RIO","0","2","98,00","30,06","30,67"
"8/6/2022","BALIBEACH RIO","1","85","2165,00","656,71","30,33"
"9/6/2022","Balibeach - SP","0","4","160,00","28,04","17,52"
"9/6/2022","Balibeach - SP","1","40","680,00","208,56","30,67"
"9/6/2022","BALIBEACH PORTO SEGURO","0","11","415,00","112,18","27,03"
"9/6/2022","BALIBEACH PORTO SEGURO","1","108","1820,00","379,78","20,87"
"9/6/2022","BALIBEACH RIO","0","8","291,00","122,16","41,98"
"9/6/2022","BALIBEACH RIO","1","60","1587,00","473,43","29,83"
"10/6/2022","Balibeach - SP","1","24","580,00","177,89","30,67"
"10/6/2022","BALIBEACH PORTO SEGURO","0","14","480,00","88,02","18,34"
"10/6/2022","BALIBEACH PORTO SEGURO","1","13","304,00","73,19","24,08"
"10/6/2022","BALIBEACH RIO","1","55","1371,00","406,77","29,67"
"11/6/2022","BALIBEACH PORTO SEGURO","0","25","835,00","187,23","22,42"
"11/6/2022","BALIBEACH PORTO SEGURO","1","36","778,00","197,19","25,35"
"11/6/2022","BALIBEACH RIO","0","3","117,00","35,89","30,67"
"11/6/2022","BALIBEACH RIO","1","14","378,00","115,94","30,67"
"13/6/2022","Balibeach - SP","0","5","305,00","87,64","28,73"
"13/6/2022","Balibeach - SP","1","105","2110,00","616,82","29,23"
"13/6/2022","BALIBEACH PORTO SEGURO","0","15","495,00","55,82","11,28"
"13/6/2022","BALIBEACH PORTO SEGURO","1","252","6003,00","1472,16","24,52"
"13/6/2022","BALIBEACH RIO","0","1","49,00","15,03","30,67"
"13/6/2022","BALIBEACH RIO","1","75","1836,00","530,85","28,91"
"14/6/2022","Balibeach - SP","1","1858","35521,00","21849,77","61,51"
"14/6/2022","BALIBEACH PORTO SEGURO","0","13","485,00","135,05","27,85"
"14/6/2022","BALIBEACH PORTO SEGURO","1","86","1539,00","403,80","26,24"
"14/6/2022","BALIBEACH RIO","1","21","457,00","132,97","29,10"
"15/6/2022","Balibeach - SP","0","2","85,00","33,34","39,23"
"15/6/2022","Balibeach - SP","1","1038","15849,00","7193,25","45,39"
"15/6/2022","BALIBEACH PORTO SEGURO","0","18","650,00","144,23","22,19"
"15/6/2022","BALIBEACH PORTO SEGURO","1","117","2163,00","413,89","19,13"
"15/6/2022","BALIBEACH RIO","1","131","3406,00","1044,66","30,67"
"16/6/2022","Balibeach - SP","0","1","20,00","4,85","24,24"
"16/6/2022","BALIBEACH PORTO SEGURO","0","8","450,00","143,80","31,95"
"16/6/2022","BALIBEACH PORTO SEGURO","1","13","334,00","81,41","24,37"
"17/6/2022","Balibeach - SP","1","176","4548,00","2515,43","55,31"
"17/6/2022","BALIBEACH PORTO SEGURO","0","12","340,00","32,53","9,57"
"17/6/2022","BALIBEACH PORTO SEGURO","1","77","1783,00","464,73","26,06"
"17/6/2022","BALIBEACH RIO","0","1","39,00","11,96","30,67"
"17/6/2022","BALIBEACH RIO","1","98","2358,00","725,40","30,76"
"18/6/2022","BALIBEACH PORTO SEGURO","0","6","215,00","63,09","29,34"
"18/6/2022","BALIBEACH PORTO SEGURO","1","133","2959,00","775,63","26,21"
"18/6/2022","BALIBEACH RIO","1","120","2483,00","665,43","26,80"
"20/6/2022","Balibeach - SP","1","600","9800,00","3735,56","38,12"
"20/6/2022","BALIBEACH PORTO SEGURO","0","14","390,00","34,72","8,90"
"20/6/2022","BALIBEACH PORTO SEGURO","1","21","446,00","68,38","15,33"
"20/6/2022","BALIBEACH RIO","0","7","295,00","84,69","28,71"
"20/6/2022","BALIBEACH RIO","1","44","726,00","220,66","30,39"
"21/6/2022","Balibeach - SP","1","2","40,00","9,22","23,06"
"21/6/2022","BALIBEACH PORTO SEGURO","0","6","215,00","53,67","24,96"
"21/6/2022","BALIBEACH PORTO SEGURO","1","39","889,00","231,41","26,03"
"21/6/2022","BALIBEACH RIO","1","70","1710,00","524,17","30,65"
"22/6/2022","Balibeach - SP","0","1","25,00","-30,29","-121,14"
"22/6/2022","Balibeach - SP","1","391","7050,00","2387,99","33,87"
"22/6/2022","BALIBEACH PORTO SEGURO","0","13","402,00","116,78","29,05"
"22/6/2022","BALIBEACH PORTO SEGURO","1","54","1071,00","231,38","21,60"
"22/6/2022","BALIBEACH RIO","0","4","162,00","65,21","40,26"
"22/6/2022","BALIBEACH RIO","1","52","1230,00","318,91","25,93"
"23/6/2022","Balibeach - SP","1","12","780,00","292,50","37,50"
"23/6/2022","BALIBEACH PORTO SEGURO","0","15","525,00","154,16","29,36"
"23/6/2022","BALIBEACH PORTO SEGURO","1","52","1256,00","331,87","26,42"
"23/6/2022","BALIBEACH RIO","0","4","157,00","14,17","9,03"
"23/6/2022","BALIBEACH RIO","1","157","3607,00","1033,03","28,64"
"24/6/2022","Balibeach - SP","0","7","420,00","141,78","33,76"
"24/6/2022","BALIBEACH PORTO SEGURO","0","14","368,00","34,54","9,39"
"24/6/2022","BALIBEACH PORTO SEGURO","1","75","1493,00","322,72","21,62"
"24/6/2022","BALIBEACH RIO","0","2","98,00","30,06","30,67"
"24/6/2022","BALIBEACH RIO","1","32","835,00","256,10","30,67"
"25/6/2022","BALIBEACH PORTO SEGURO","0","8","280,00","32,66","11,66"
"25/6/2022","BALIBEACH PORTO SEGURO","1","20","438,00","90,26","20,61"
"25/6/2022","BALIBEACH RIO","1","33","737,00","195,51","26,53"
"27/6/2022","Balibeach - SP","0","2","135,00","47,21","34,97"
"27/6/2022","Balibeach - SP","1","11","340,00","142,53","41,92"
"27/6/2022","BALIBEACH PORTO SEGURO","0","4","150,00","31,98","21,32"
"27/6/2022","BALIBEACH PORTO SEGURO","1","46","989,00","266,70","26,97"
"27/6/2022","BALIBEACH RIO","0","7","423,00","143,67","33,96"
"27/6/2022","BALIBEACH RIO","1","16","335,00","81,86","24,43"
"28/6/2022","Balibeach - SP","0","1","40,00","12,27","30,67"
"28/6/2022","Balibeach - SP","1","23","614,00","230,98","37,62"
"28/6/2022","BALIBEACH PORTO SEGURO","0","8","245,00","54,60","22,29"
"28/6/2022","BALIBEACH PORTO SEGURO","1","101","2108,00","582,67","27,64"
"28/6/2022","BALIBEACH RIO","0","6","394,00","132,58","33,65"
"28/6/2022","BALIBEACH RIO","1","55","1197,00","360,49","30,12"
"29/6/2022","Balibeach - SP","1","26","516,00","153,71","29,79"
"29/6/2022","BALIBEACH PORTO SEGURO","0","10","355,00","93,23","26,26"
"29/6/2022","BALIBEACH PORTO SEGURO","1","68","1292,00","305,98","23,68"
"29/6/2022","BALIBEACH RIO","0","3","117,00","35,89","30,67"
"29/6/2022","BALIBEACH RIO","1","207","4620,00","1190,52","25,77"
"30/6/2022","Balibeach - SP","0","6","225,00","45,03","20,01"
"30/6/2022","Balibeach - SP","1","4605","130160,00","59374,67","45,62"
"30/6/2022","BALIBEACH PORTO SEGURO","0","6","210,00","33,73","16,06"
"30/6/2022","BALIBEACH PORTO SEGURO","1","20","408,00","118,83","29,12"
"30/6/2022","BALIBEACH RIO","0","1","39,00","11,96","30,67"
"30/6/2022","BALIBEACH RIO","1","120","2543,00","512,47","20,15"
"1/7/2022","Balibeach - SP","0","9","395,00","49,20","12,46"
"1/7/2022","Balibeach - SP","1","4432","71913,00","38992,79","54,22"
"1/7/2022","BALIBEACH PORTO SEGURO","0","17","680,00","191,28","28,13"
